5p+ Fv/m Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
   1, 8/22, 9:38,  50,R,   4,  75,0.8,Off,  50,   5, 212, 798, 586,0.734,2.764
   2, 8/22, 9:38,  50,R,   4,  75,0.8,Off,  50,   5, 203, 800, 597,0.746,2.940
   3, 8/22, 9:39,  50,R,   4,  75,0.8,Off,  50,   5, 228, 693, 465,0.670,2.039
5p+ Fv/m Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
   1, 8/22, 9:50,  50,R,   4,  75,0.8,Off,  50,   5, 270, 933, 663,0.710,2.455
