5p+ Fv/m Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
   1, 7/ 4, 9:38,  50,R,  12,  75,0.8,On ,  50,   5, 182, 676, 494,0.730,2.714
Curve:
, 183
, 182
, 182
, 181
, 174
, 180
, 185
, 190
, 191
, 190
, 274
, 560
, 649
, 672
, 666
, 682
, 684
, 683
, 686
, 689
, 674
, 646
, 597
, 500
, 381
, 318
, 280
, 254
, 237
, 225
, 215
, 208
, 204
, 198
, 196
, 195
, 194
, 199
5p+ Fv/m Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
   1, 7/ 4,10: 9,  50,R,  12,  75,0.8,On ,  50,   5, 152, 504, 352,0.698,2.315
Curve:
, 150
, 149
, 155
, 152
, 147
, 151
, 158
, 153
, 153
, 150
, 226
, 483
, 504
, 503
, 503
, 511
, 505
, 506
, 503
, 505
, 483
, 459
, 411
, 325
, 224
, 195
, 177
, 163
, 156
, 153
, 151
, 153
, 151
, 151
, 148
, 145
, 151
, 152
5p+ Fv/m Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
   1, 7/ 4,10:37,  50,R,  12,  75,0.8,On ,  50,   5, 141, 452, 311,0.688,2.205
Curve:
, 141
, 141
, 140
, 140
, 137
, 141
, 144
, 144
, 141
, 141
, 209
, 429
, 450
, 455
, 457
, 458
, 458
, 452
, 464
, 466
, 451
, 433
, 393
, 310
, 222
, 196
, 172
, 155
, 153
, 149
, 144
, 143
, 144
, 144
, 145
, 146
, 146
, 145
5p+ Fv/m Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
   1, 7/ 4,11: 4,  50,R,  12,  75,0.8,On ,  50,   5, 159, 558, 399,0.715,2.509
Curve:
, 162
, 162
, 162
, 161
, 158
, 156
, 155
, 158
, 158
, 160
, 254
, 544
, 554
, 558
, 556
, 564
, 559
, 562
, 557
, 556
, 536
, 512
, 464
, 364
, 250
, 213
, 192
, 180
, 178
, 170
, 162
, 159
, 159
, 159
